case,date,descrip,lat,long
JD285261,07/04/2020 02:45:00 AM,ARSON,41.897121818,-87.770341013
JD285345,07/04/2020 05:40:00 AM,ARSON,41.870957637,-87.682485983
JD287769,07/04/2020 03:30:00 PM,ARSON,41.917451928,-87.721673452
JD262571,06/13/2020 01:01:00 AM,ARSON,41.778981911,-87.702397368
JD263625,06/14/2020 05:56:00 AM,ARSON,41.895880347,-87.756849962
JD264470,06/15/2020 03:45:00 AM,ARSON,41.911369097,-87.699118761
JD338812,08/20/2020 10:39:00 AM,ARSON,41.884710837,-87.765022234
JD309219,07/25/2020 08:23:00 AM,ARSON,41.949953889,-87.649572294
JD311725,07/27/2020 01:00:00 AM,ARSON,41.690003214,-87.635058346
JD312341,07/27/2020 11:45:00 PM,ARSON,41.777073243,-87.650788543
JD267560,06/18/2020 12:06:00 AM,ARSON,41.91259723,-87.719074555
JD272328,06/15/2020 10:33:00 PM,ARSON,41.853450044,-87.633606409
JD339536,08/20/2020 08:43:00 PM,ARSON,41.840810968,-87.709001604
JD339618,08/20/2020 10:01:00 PM,ARSON,41.774507187,-87.602148844
JD268720,06/19/2020 02:16:00 AM,ARSON,41.753602854,-87.554387446
JD312471,07/28/2020 04:14:00 AM,ARSON,41.818571207,-87.684700579
JD290097,07/08/2020 08:54:00 AM,ARSON,41.732214483,-87.625328663
JD312717,07/28/2020 11:00:00 AM,ARSON,41.74797919,-87.575222388
JD269982,06/20/2020 05:58:00 AM,ARSON,41.900909501,-87.770469368
JD271034,06/20/2020 09:00:00 PM,ARSON,41.996386497,-87.786970585
JD269882,06/20/2020 01:50:00 AM,ARSON,41.745846742,-87.656040713
JD313408,07/28/2020 08:00:00 PM,ARSON,41.961559025,-87.753794883
JD313501,07/28/2020 11:00:00 PM,ARSON,41.833818353,-87.647378865
JD372845,09/19/2020 08:15:00 PM,ARSON,41.884807342,-87.75033191
JD272221,06/21/2020 10:31:00 PM,ARSON,41.787382824,-87.624388303
JD271060,06/21/2020 02:45:00 AM,ARSON,41.974327016,-87.657762544
JD291097,07/09/2020 02:25:00 AM,ARSON,41.815002096,-87.685884793
JD291210,07/09/2020 07:31:00 AM,ARSON,41.940031283,-87.645058176
JD291366,07/09/2020 06:00:00 AM,ARSON,41.782937259,-87.646095517
JD293239,07/10/2020 10:00:00 PM,ARSON,41.679049291,-87.62989814
JD345241,08/25/2020 09:26:00 PM,ARSON,41.762903213,-87.634605726
JD314754,07/30/2020 05:10:00 AM,ARSON,41.93226349,-87.644781536
JD348412,08/26/2020 09:13:00 PM,ARSON,41.874819427,-87.737721954
JD314766,07/30/2020 05:11:00 AM,ARSON,41.934403323,-87.64421459
JD293511,07/11/2020 05:05:00 AM,ARSON,41.810781716,-87.726144688
JD314724,07/30/2020 03:09:00 AM,ARSON,41.789359761,-87.670529189
JD340939,08/22/2020 02:44:00 AM,ARSON,41.800260898,-87.698865892
JD294416,07/12/2020 12:08:00 AM,ARSON,41.969825789,-87.657637278
JD294555,07/12/2020 03:18:00 AM,ARSON,41.7189736,-87.637078083
JD368545,09/15/2020 10:35:00 PM,ARSON,41.839804007,-87.627964177
JD315829,07/31/2020 01:27:00 AM,ARSON,41.802268681,-87.675747261
JD342558,08/22/2020 10:00:00 PM,ARSON,41.909910055,-87.771477752
JD315832,07/31/2020 01:19:00 AM,ARSON,41.813297943,-87.633482358
JD314753,07/30/2020 05:20:00 AM,ARSON,41.930953949,-87.646522872
JD295474,07/13/2020 02:15:00 AM,ARSON,41.894397868,-87.71506185
JD315876,07/31/2020 04:03:00 AM,ARSON,41.796894901,-87.667092274
JD315830,07/31/2020 01:20:00 AM,ARSON,41.882987002,-87.721668099
JD296791,07/14/2020 02:30:00 AM,ARSON,41.850060897,-87.68068649
JD297021,07/14/2020 11:30:00 AM,ARSON,41.897401921,-87.664939363
JD297058,07/14/2020 12:30:00 PM,ARSON,41.876955358,-87.736310466
JD307942,07/24/2020 03:07:00 AM,ARSON,41.805207623,-87.750426914
JD317102,08/01/2020 05:45:00 AM,ARSON,41.690003214,-87.635058346
JD298471,07/15/2020 04:06:00 PM,ARSON,41.771221074,-87.637301526
JD298902,07/15/2020 11:54:00 PM,ARSON,41.777848842,-87.593011267
JD282014,07/01/2020 07:30:00 AM,ARSON,41.939051438,-87.730438917
JD316962,08/01/2020 12:10:00 AM,ARSON,41.890844578,-87.716175894
JD337418,08/19/2020 12:50:00 AM,ARSON,41.885785757,-87.731465129
JD298959,07/16/2020 02:01:00 AM,ARSON,41.807210904,-87.604322622
JD298922,07/16/2020 12:55:00 AM,ARSON,41.921289382,-87.758521003
JD301063,07/17/2020 09:30:00 PM,ARSON,41.909528465,-87.714342757
JD304693,07/17/2020 10:00:00 PM,ARSON,41.94345324,-87.693930558
JD374497,09/21/2020 01:30:00 PM,ARSON,41.760096236,-87.572462808
JD374759,09/21/2020 02:30:00 PM,ARSON,41.813278735,-87.633482568
JD343051,08/24/2020 04:00:00 AM,ARSON,41.688972202,-87.697126827
JD301284,07/18/2020 02:10:00 AM,ARSON,41.729104897,-87.587966083
JD301368,07/18/2020 03:30:00 AM,ARSON,41.855937062,-87.717590804
JD301237,07/18/2020 01:20:00 AM,ARSON,41.884787691,-87.765025225
JD343053,08/24/2020 03:40:00 AM,ARSON,41.767886902,-87.656619053
JD321142,08/04/2020 11:34:00 PM,ARSON,41.871801547,-87.711975199
JD344272,08/25/2020 04:10:00 AM,ARSON,41.735119333,-87.64726867
JD344288,08/25/2020 05:58:00 AM,ARSON,41.78713416,-87.699714026
JD361317,09/09/2020 06:45:00 AM,ARSON,41.671276106,-87.653872863
JD346101,08/26/2020 04:30:00 PM,ARSON,41.744292039,-87.663286796
JD323377,08/06/2020 11:13:00 PM,ARSON,41.903962954,-87.764719291
JD346460,08/26/2020 10:41:00 PM,ARSON,41.93956712,-87.73828494
JD350255,08/19/2020 06:30:00 PM,ARSON,42.000647598,-87.680224185
JD325570,08/08/2020 09:52:00 PM,ARSON,41.825637232,-87.709383861
JD324857,08/08/2020 09:22:00 AM,ARSON,41.970599981,-87.714649091
JD346599,08/27/2020 04:22:00 AM,ARSON,41.859797272,-87.722549912
JD346516,08/27/2020 12:25:00 AM,ARSON,41.991012071,-87.698200016
JD314752,07/30/2020 05:00:00 AM,ARSON,41.916663225,-87.688370785
JD326809,08/10/2020 04:55:00 AM,ARSON,41.793086577,-87.693780677
JD327911,08/11/2020 01:58:00 AM,ARSON,41.741365182,-87.715425477
JD305144,07/21/2020 02:33:00 PM,ARSON,41.761041261,-87.623201216
JD338501,08/19/2020 11:53:00 PM,ARSON,41.793834595,-87.629289876
JD329221,08/12/2020 12:50:00 AM,ARSON,41.705597165,-87.534078384
JD349237,08/29/2020 10:34:00 AM,ARSON,41.783166055,-87.660172635
JD332812,08/14/2020 10:15:00 PM,ARSON,41.770750249,-87.582575602
JD350141,08/30/2020 03:17:00 AM,ARSON,41.883242868,-87.735866347
JD350063,08/30/2020 01:10:00 AM,ARSON,41.804970888,-87.664184408
JD350120,08/30/2020 03:00:00 AM,ARSON,41.751214876,-87.571098146
JD350207,08/30/2020 05:20:00 AM,ARSON,41.85148902,-87.728512702
JD352222,08/31/2020 09:57:00 PM,ARSON,41.740876999,-87.732560066
JD295883,07/13/2020 12:20:00 PM,ARSON,41.933108935999996,-87.697642865
JD344146,08/24/2020 11:08:00 PM,ARSON,41.766150774,-87.627594888
JD352427,09/01/2020 05:10:00 AM,ARSON,41.861884451,-87.731157023
JD353441,09/01/2020 10:20:00 PM,ARSON,41.987819537,-87.655317304
JD367594,09/14/2020 11:45:00 PM,ARSON,41.995376421,-87.7154944
JD279691,06/29/2020 04:25:00 AM,ARSON,41.926943028,-87.650854357
JD380697,09/27/2020 05:08:00 AM,ARSON,41.784833656000004,-87.622212733
JD381192,09/27/2020 10:00:00 AM,ARSON,41.782266303,-87.663052917
JD381373,09/27/2020 06:36:00 PM,ARSON,41.770897,-87.572760419
JD314739,07/30/2020 04:37:00 AM,ARSON,41.757849252,-87.601707567
JD286405,07/05/2020 02:41:00 AM,ARSON,41.940026699,-87.645208922
JD354609,09/03/2020 03:07:00 AM,ARSON,41.815036186,-87.689508802
JD360746,09/08/2020 03:15:00 PM,ARSON,41.808695297,-87.619575695
JD279599,06/29/2020 12:30:00 AM,ARSON,41.930371008,-87.647705116
JD346042,08/23/2020 10:15:00 PM,ARSON,41.915584355,-87.684891228
JD379621,09/26/2020 03:13:00 AM,ARSON,41.920197968,-87.733985841
JD383413,09/29/2020 04:55:00 PM,ARSON,41.78632149,-87.655886218
JD382752,09/29/2020 01:33:00 AM,ARSON,41.864063293,-87.659042047
JD309443,07/25/2020 12:13:00 PM,ARSON,41.736269116,-87.627768243
JD272162,06/21/2020 10:56:00 PM,ARSON,41.852829615,-87.633569125
JD272488,06/21/2020 11:10:00 PM,ARSON,41.852827586,-87.633686604
JD357392,09/05/2020 12:00:00 AM,ARSON,41.944011604,-87.770156585
JD357932,09/05/2020 10:39:00 PM,ARSON,41.869173601,-87.770182447
JD272301,06/21/2020 10:58:00 PM,ARSON,41.852153522,-87.633403981
JD358010,09/06/2020 12:11:00 AM,ARSON,41.918993235,-87.773113992
JD358728,09/06/2020 04:19:00 PM,ARSON,41.849124655,-87.711266107
JD384578,09/30/2020 06:50:00 PM,ARSON,41.896497242,-87.738446177
JD381479,09/27/2020 06:53:00 PM,ARSON,41.753561435,-87.551925162
JD349304,08/29/2020 11:48:00 AM,ARSON,41.902691609,-87.765674633
JD359295,09/07/2020 07:30:00 AM,ARSON,41.778290666,-87.699463788
JD359404,09/07/2020 10:15:00 AM,ARSON,41.778309875,-87.699463599
JD359464,09/07/2020 11:20:00 AM,ARSON,41.793509418,-87.789170024
JD359192,09/07/2020 02:04:00 AM,ARSON,41.893693999,-87.667222147
JD361220,09/08/2020 11:38:00 PM,ARSON,41.793471298,-87.631809508
JD361701,09/09/2020 02:04:00 PM,ARSON,41.866843668,-87.625816668
JD362477,09/10/2020 09:45:00 AM,ARSON,41.749500236,-87.601142743
JD386968,10/03/2020 01:30:00 AM,ARSON,41.906421469,-87.750965538
JD390483,10/06/2020 12:13:00 PM,ARSON,41.71383404,-87.627273814
JD390467,10/06/2020 11:48:00 AM,ARSON,41.707792707,-87.62353483
JD392170,10/07/2020 08:16:00 PM,ARSON,41.906156234,-87.734609455
JD337224,08/18/2020 08:20:00 PM,ARSON,41.90389992,-87.693296789
JD452331,12/02/2020 11:54:00 PM,ARSON,41.785940381,-87.664374999
JD402802,10/17/2020 09:45:00 PM,ARSON,41.858200139,-87.729822365
JD442897,11/26/2020 12:56:00 PM,ARSON,41.729704504,-87.64952073
JD416960,10/31/2020 07:14:00 PM,ARSON,41.752426519,-87.580887139
JD443645,11/28/2020 12:29:00 AM,ARSON,41.894213896,-87.708955588
JD406718,10/21/2020 05:55:00 PM,ARSON,42.007317814,-87.778068559
JD414628,10/29/2020 03:44:00 PM,ARSON,41.773477509,-87.623943894
JD448994,12/03/2020 11:56:00 PM,ARSON,41.710235733,-87.627192332
JD408043,10/22/2020 11:03:00 PM,ARSON,41.736148121,-87.629070243
JD403044,10/18/2020 05:44:00 AM,ARSON,41.673227335,-87.657596836
JD428469,11/11/2020 04:24:00 PM,ARSON,41.804895396,-87.634454079
JD426548,11/09/2020 08:00:00 PM,ARSON,41.874628587,-87.683788939
JD454766,12/10/2020 02:23:00 AM,ARSON,41.874736479,-87.745055287
JD441285,11/24/2020 12:00:00 PM,ARSON,41.760832171,-87.640646583
JD422547,11/06/2020 12:30:00 AM,ARSON,41.972101049,-87.654899332
JD412912,10/27/2020 08:40:00 PM,ARSON,41.952754728,-87.805393848
JD403631,10/18/2020 05:44:00 AM,ARSON,41.673227335,-87.657596836
JD410226,10/25/2020 02:05:00 AM,ARSON,41.725447728,-87.620120529
JD429818,11/13/2020 05:18:00 AM,ARSON,41.906808533,-87.755881007
JD414892,10/29/2020 08:41:00 PM,ARSON,41.858205234,-87.718879537
JD443698,11/28/2020 02:36:00 AM,ARSON,41.77679823,-87.684795381
JD405891,10/21/2020 03:30:00 AM,ARSON,41.763106179,-87.662676898
JD414930,10/29/2020 10:06:00 PM,ARSON,41.873850926,-87.762625338
JD449066,12/04/2020 04:48:00 AM,ARSON,41.737846313,-87.646664403
JD430385,11/13/2020 03:30:00 PM,ARSON,41.780839923,-87.699926317
JD443468,11/27/2020 05:57:00 PM,ARSON,41.878559028,-87.748240581
JD431750,11/15/2020 03:35:00 AM,ARSON,41.835261823,-87.651987052
JD434536,11/18/2020 05:50:00 AM,ARSON,41.651311414,-87.548394422
JD414756,10/27/2020 06:20:00 AM,ARSON,41.959674869,-87.732656443
JD433344,11/16/2020 07:05:00 PM,ARSON,41.715798057,-87.620457977
JD410604,10/25/2020 02:05:00 PM,ARSON,41.814213918,-87.62621278
JD420134,11/03/2020 09:55:00 PM,ARSON,41.952754728,-87.805393848
JD442084,11/25/2020 10:57:00 PM,ARSON,41.777848842,-87.593011267
JD406755,10/21/2020 08:01:00 PM,ARSON,41.96527944,-87.686358401
JD426741,11/10/2020 03:07:00 AM,ARSON,41.714985723,-87.536485651
JD438407,11/22/2020 04:00:00 AM,ARSON,41.803178185,-87.63321839
JD453769,12/09/2020 04:28:00 AM,ARSON,41.80207485,-87.680737223
JD401840,10/16/2020 11:13:00 PM,ARSON,41.869326623,-87.747557439
JD437984,11/21/2020 11:49:00 AM,ARSON,41.846623381,-87.683775016
JD412903,10/27/2020 08:07:00 PM,ARSON,41.768015898,-87.656621363
JD443557,11/27/2020 09:48:00 PM,ARSON,41.652218235,-87.618839566
JD414050,10/29/2020 04:30:00 AM,ARSON,41.78829156,-87.653507695
JD414735,10/29/2020 05:40:00 PM,ARSON,41.773497429,-87.622726562
JD432114,11/15/2020 02:56:00 PM,ARSON,41.885364685,-87.73649292
JD453733,12/09/2020 01:01:00 AM,ARSON,41.900256217,-87.690464371
JD447134,12/01/2020 12:18:00 AM,ARSON,41.889429498,-87.671978431
JD440156,11/24/2020 12:22:00 AM,ARSON,41.758326155,-87.584574985
JD417341,11/01/2020 03:29:00 AM,ARSON,41.689146849,-87.655665561
JD454698,12/09/2020 11:03:00 PM,ARSON,41.782484123,-87.711547664
JD455646,12/10/2020 09:07:00 PM,ARSON,41.835926135,-87.724329163
JD409314,10/24/2020 07:00:00 AM,ARSON,41.748823072,-87.590559766
JD442568,11/26/2020 05:31:00 PM,ARSON,41.777848842,-87.593011267
JD414936,10/29/2020 10:05:00 PM,ARSON,41.860377234,-87.70793395
JD416052,10/30/2020 10:57:00 PM,ARSON,41.773480964,-87.622726744
JD410654,10/25/2020 03:06:00 PM,ARSON,41.786055415,-87.672873257
JD417306,11/01/2020 02:30:00 AM,ARSON,41.908266131,-87.765871388
JD440186,11/24/2020 02:43:00 AM,ARSON,41.795643979,-87.633029017
JD429681,11/12/2020 09:03:00 PM,ARSON,41.780946398,-87.621995369
JD425562,11/09/2020 12:05:00 AM,ARSON,41.85318973,-87.702861527
JD401947,10/17/2020 03:07:00 AM,ARSON,41.870061657,-87.704406691
JD426626,11/09/2020 09:32:00 PM,ARSON,41.852462072,-87.712353277
JD432354,11/15/2020 08:10:00 PM,ARSON,41.944148316,-87.816738454
JD428823,11/12/2020 04:05:00 AM,ARSON,41.881730836,-87.626203285
JD419957,11/03/2020 05:33:00 PM,ARSON,41.910800166,-87.745899903
JD416077,10/30/2020 10:11:00 PM,ARSON,41.772154628,-87.623478234
JD417114,10/31/2020 10:30:00 PM,ARSON,41.734147382,-87.633089263
JD450580,12/01/2020 10:00:00 AM,ARSON,41.678107421,-87.61736359
JD407014,10/22/2020 06:23:00 AM,ARSON,41.866401642,-87.772934561
JD426004,11/09/2020 12:34:00 PM,ARSON,41.773480964,-87.622726744
JD410308,10/25/2020 06:50:00 AM,ARSON,41.855727252,-87.68398023
JD425437,11/08/2020 09:01:00 PM,ARSON,41.774932424,-87.671377974
JD403035,10/18/2020 06:19:00 AM,ARSON,41.878030398,-87.721575832
JD421216,11/04/2020 09:47:00 PM,ARSON,41.67338769,-87.635746742
JD405873,10/21/2020 02:20:00 AM,ARSON,41.777991657,-87.706487624
JD444656,11/29/2020 06:11:00 AM,ARSON,42.011299722,-87.693726174
JD444476,11/28/2020 09:59:00 PM,ARSON,41.886275336,-87.765078145
JD418212,11/01/2020 09:20:00 AM,ARSON,41.861849632,-87.736050861
JD450833,12/05/2020 09:43:00 PM,ARSON,41.959841919,-87.731018756
JD442215,11/26/2020 04:23:00 AM,ARSON,41.844165808,-87.730835082
JD429798,11/13/2020 02:40:00 AM,ARSON,41.751598173,-87.576773971
JD438990,11/22/2020 05:40:00 PM,ARSON,41.877262955,-87.7120398
JD427740,11/10/2020 08:32:00 PM,ARSON,41.804802163,-87.683067935
JD439485,11/23/2020 12:18:00 PM,ARSON,41.911073717,-87.641317083
JD453677,12/08/2020 10:32:00 PM,ARSON,41.869181708,-87.701580943
